,NZDUSD_i,open,close,low,high,HL/2,HLC/3,HLCC/4,OHLC/4,volume,time
0,NZDUSD_i,0.71333,0.71397,0.71324,0.71434,0.7137899999999999,0.7138499999999999,0.7138799999999998,0.7137199999999999,545,2020-12-18 23:00:00
1,NZDUSD_i,0.7111,0.71201,0.7111,0.71207,0.7115849999999999,0.7117266666666667,0.7117975000000001,0.71157,278,2020-12-21 00:00:00
2,NZDUSD_i,0.71201,0.71027,0.71012,0.71222,0.71117,0.7108699999999999,0.7107199999999999,0.711155,834,2020-12-21 01:00:00
3,NZDUSD_i,0.71028,0.7098,0.70933,0.71062,0.709975,0.7099166666666666,0.7098875,0.7100075,1331,2020-12-21 02:00:00
4,NZDUSD_i,0.7098,0.70994,0.70921,0.71059,0.7099,0.7099133333333333,0.70992,0.709885,1769,2020-12-21 03:00:00
5,NZDUSD_i,0.70994,0.70872,0.70834,0.71003,0.709185,0.7090299999999999,0.7089525,0.7092575,1616,2020-12-21 04:00:00
6,NZDUSD_i,0.70872,0.70934,0.70871,0.70938,0.7090449999999999,0.7091433333333333,0.7091925,0.7090375,1124,2020-12-21 05:00:00
7,NZDUSD_i,0.70931,0.70949,0.70921,0.70981,0.7095100000000001,0.7095033333333335,0.7095,0.7094550000000001,1083,2020-12-21 06:00:00
8,NZDUSD_i,0.70949,0.70892,0.70851,0.70957,0.70904,0.709,0.7089799999999999,0.7091224999999999,1357,2020-12-21 07:00:00
9,NZDUSD_i,0.70891,0.70888,0.70834,0.7091,0.70872,0.7087733333333333,0.7087999999999999,0.7088074999999999,1576,2020-12-21 08:00:00
10,NZDUSD_i,0.70885,0.70482,0.70465,0.709,0.706825,0.7061566666666668,0.7058225,0.7068300000000001,2532,2020-12-21 09:00:00
11,NZDUSD_i,0.70481,0.70496,0.70401,0.70598,0.704995,0.7049833333333334,0.7049775,0.7049400000000001,2872,2020-12-21 10:00:00
12,NZDUSD_i,0.70496,0.70208,0.70191,0.70499,0.70345,0.7029933333333332,0.702765,0.7034849999999999,2134,2020-12-21 11:00:00
13,NZDUSD_i,0.70212,0.7014,0.70013,0.70218,0.701155,0.7012366666666666,0.7012775,0.7014575,3787,2020-12-21 12:00:00
14,NZDUSD_i,0.7014,0.70328,0.70122,0.70402,0.70262,0.70284,0.70295,0.70248,2877,2020-12-21 13:00:00
15,NZDUSD_i,0.70328,0.70331,0.70279,0.70406,0.703425,0.7033866666666667,0.7033675,0.70336,2616,2020-12-21 14:00:00
16,NZDUSD_i,0.70337,0.70346,0.70301,0.70436,0.703685,0.70361,0.7035724999999999,0.70355,2874,2020-12-21 15:00:00
17,NZDUSD_i,0.70347,0.70503,0.70347,0.70539,0.70443,0.70463,0.7047300000000001,0.70434,3164,2020-12-21 16:00:00
18,NZDUSD_i,0.70503,0.7061,0.70427,0.70625,0.70526,0.7055400000000001,0.7056800000000001,0.7054125,3000,2020-12-21 17:00:00
19,NZDUSD_i,0.70611,0.70852,0.70598,0.70877,0.7073750000000001,0.7077566666666667,0.7079475000000001,0.7073450000000001,2142,2020-12-21 18:00:00
20,NZDUSD_i,0.70852,0.70919,0.70825,0.70951,0.70888,0.7089833333333333,0.709035,0.7088675,2168,2020-12-21 19:00:00
21,NZDUSD_i,0.70916,0.71015,0.70906,0.71035,0.709705,0.7098533333333333,0.7099275,0.7096800000000001,1137,2020-12-21 20:00:00
22,NZDUSD_i,0.71016,0.71088,0.71,0.71125,0.7106250000000001,0.7107100000000001,0.7107525,0.7105725,1286,2020-12-21 21:00:00
23,NZDUSD_i,0.71089,0.70983,0.70964,0.71096,0.7103,0.7101433333333333,0.710065,0.71033,1056,2020-12-21 22:00:00
24,NZDUSD_i,0.70984,0.70983,0.70933,0.71013,0.70973,0.7097633333333334,0.7097800000000001,0.7097825,595,2020-12-21 23:00:00
25,NZDUSD_i,0.70973,0.70969,0.70914,0.71084,0.70999,0.70989,0.70984,0.70985,420,2020-12-22 00:00:00
26,NZDUSD_i,0.70969,0.70946,0.70939,0.71049,0.70994,0.70978,0.7097,0.7097575,718,2020-12-22 01:00:00
27,NZDUSD_i,0.70946,0.70828,0.7082,0.70984,0.70902,0.7087733333333333,0.70865,0.7089449999999999,1266,2020-12-22 02:00:00
28,NZDUSD_i,0.70828,0.70785,0.7077,0.70852,0.70811,0.7080233333333333,0.70798,0.7080875,1497,2020-12-22 03:00:00
29,NZDUSD_i,0.70785,0.70791,0.70758,0.70812,0.70785,0.7078700000000001,0.7078800000000001,0.7078650000000001,1310,2020-12-22 04:00:00
30,NZDUSD_i,0.70791,0.70611,0.70586,0.70799,0.706925,0.7066533333333332,0.7065174999999999,0.7069675,1051,2020-12-22 05:00:00
31,NZDUSD_i,0.7061,0.70546,0.70523,0.70625,0.70574,0.7056466666666666,0.7056,0.7057599999999999,1182,2020-12-22 06:00:00
32,NZDUSD_i,0.70546,0.70592,0.70541,0.70612,0.705765,0.7058166666666666,0.7058424999999999,0.7057275,1404,2020-12-22 07:00:00
33,NZDUSD_i,0.70592,0.70527,0.70508,0.7063,0.70569,0.70555,0.70548,0.7056425,1410,2020-12-22 08:00:00
34,NZDUSD_i,0.70527,0.7059,0.70513,0.70639,0.7057599999999999,0.7058066666666667,0.70583,0.7056725,2259,2020-12-22 09:00:00
35,NZDUSD_i,0.7059,0.70722,0.70547,0.7076,0.706535,0.7067633333333333,0.7068774999999999,0.7065474999999999,2226,2020-12-22 10:00:00
36,NZDUSD_i,0.70722,0.70412,0.70404,0.7074,0.70572,0.7051866666666666,0.70492,0.705695,2085,2020-12-22 11:00:00
37,NZDUSD_i,0.70412,0.70554,0.7041,0.70554,0.70482,0.70506,0.70518,0.704825,2207,2020-12-22 12:00:00
38,NZDUSD_i,0.70551,0.70593,0.70495,0.70604,0.705495,0.7056399999999999,0.7057125,0.7056074999999999,1500,2020-12-22 13:00:00
39,NZDUSD_i,0.70593,0.70697,0.70589,0.70759,0.70674,0.7068166666666666,0.706855,0.706595,1627,2020-12-22 14:00:00
40,NZDUSD_i,0.70697,0.7062,0.70603,0.70756,0.7067950000000001,0.7065966666666667,0.7064975,0.70669,1703,2020-12-22 15:00:00
41,NZDUSD_i,0.7062,0.704,0.70391,0.7071,0.705505,0.7050033333333333,0.7047524999999999,0.7053024999999999,2587,2020-12-22 16:00:00
42,NZDUSD_i,0.704,0.70341,0.70311,0.70506,0.7040850000000001,0.70386,0.7037475,0.7038949999999999,2831,2020-12-22 17:00:00
43,NZDUSD_i,0.70341,0.70391,0.703,0.70462,0.70381,0.7038433333333334,0.70386,0.703735,2440,2020-12-22 18:00:00
44,NZDUSD_i,0.70391,0.7039,0.70381,0.70446,0.704135,0.7040566666666667,0.7040175,0.70402,1596,2020-12-22 19:00:00
45,NZDUSD_i,0.70389,0.70383,0.70347,0.70441,0.70394,0.7039033333333333,0.703885,0.7039,701,2020-12-22 20:00:00
46,NZDUSD_i,0.70382,0.70432,0.70347,0.70454,0.704005,0.70411,0.7041625,0.7040375,714,2020-12-22 21:00:00
47,NZDUSD_i,0.70434,0.70414,0.70353,0.70447,0.704,0.7040466666666667,0.70407,0.7041200000000001,641,2020-12-22 22:00:00
48,NZDUSD_i,0.70413,0.70341,0.70341,0.70489,0.70415,0.7039033333333333,0.70378,0.70396,526,2020-12-22 23:00:00
49,NZDUSD_i,0.70355,0.70377,0.70352,0.70424,0.7038800000000001,0.7038433333333334,0.703825,0.70377,315,2020-12-23 00:00:00
50,NZDUSD_i,0.70377,0.70537,0.70377,0.70555,0.7046600000000001,0.7048966666666668,0.7050150000000002,0.7046150000000001,848,2020-12-23 01:00:00
51,NZDUSD_i,0.70536,0.70318,0.70299,0.70538,0.7041850000000001,0.7038500000000001,0.7036825000000001,0.7042275,1826,2020-12-23 02:00:00
52,NZDUSD_i,0.70318,0.70448,0.7029,0.70476,0.70383,0.7040466666666667,0.7041550000000001,0.7038300000000001,2073,2020-12-23 03:00:00
53,NZDUSD_i,0.70449,0.70435,0.70377,0.70463,0.7041999999999999,0.70425,0.704275,0.70431,1595,2020-12-23 04:00:00
54,NZDUSD_i,0.7044,0.70508,0.70423,0.70513,0.70468,0.7048133333333334,0.7048800000000001,0.7047100000000001,1181,2020-12-23 05:00:00
55,NZDUSD_i,0.70507,0.70523,0.7049,0.70557,0.7052350000000001,0.7052333333333335,0.7052325000000002,0.7051925000000001,860,2020-12-23 06:00:00
56,NZDUSD_i,0.70525,0.705,0.70487,0.70525,0.70506,0.70504,0.70503,0.7050925,933,2020-12-23 07:00:00
57,NZDUSD_i,0.705,0.70528,0.70486,0.70532,0.70509,0.7051533333333334,0.7051850000000001,0.705115,1022,2020-12-23 08:00:00
58,NZDUSD_i,0.70528,0.70804,0.70516,0.70833,0.706745,0.7071766666666667,0.7073925,0.7067025,1679,2020-12-23 09:00:00
59,NZDUSD_i,0.70804,0.7076,0.70664,0.70808,0.70736,0.7074400000000001,0.7074800000000001,0.70759,2072,2020-12-23 10:00:00
60,NZDUSD_i,0.7076,0.70799,0.70743,0.70862,0.708025,0.7080133333333333,0.7080075,0.70791,1361,2020-12-23 11:00:00
61,NZDUSD_i,0.70807,0.7088,0.70766,0.70925,0.7084550000000001,0.70857,0.7086275000000001,0.708445,1303,2020-12-23 12:00:00
62,NZDUSD_i,0.7088,0.7082,0.70812,0.70901,0.708565,0.7084433333333333,0.7083825,0.7085325,1332,2020-12-23 13:00:00
63,NZDUSD_i,0.7082,0.70761,0.70739,0.70827,0.70783,0.7077566666666666,0.7077199999999999,0.7078675,1424,2020-12-23 14:00:00
64,NZDUSD_i,0.70761,0.70724,0.70636,0.70783,0.707095,0.7071433333333333,0.7071675000000001,0.70726,1969,2020-12-23 15:00:00
65,NZDUSD_i,0.70722,0.70932,0.70686,0.71005,0.7084550000000001,0.7087433333333334,0.7088875,0.7083625,3306,2020-12-23 16:00:00
66,NZDUSD_i,0.70938,0.70863,0.70843,0.71037,0.7094,0.7091433333333333,0.709015,0.7092025,2368,2020-12-23 17:00:00
67,NZDUSD_i,0.70863,0.70973,0.70862,0.71026,0.7094400000000001,0.7095366666666667,0.709585,0.70931,1705,2020-12-23 18:00:00
68,NZDUSD_i,0.70974,0.70894,0.70868,0.70983,0.709255,0.7091500000000001,0.7090975,0.7092975,1333,2020-12-23 19:00:00
69,NZDUSD_i,0.70894,0.70958,0.70884,0.70978,0.70931,0.7094,0.709445,0.709285,732,2020-12-23 20:00:00
70,NZDUSD_i,0.70958,0.70877,0.70871,0.70981,0.70926,0.7090966666666666,0.709015,0.7092175,663,2020-12-23 21:00:00
71,NZDUSD_i,0.70879,0.70999,0.70871,0.71018,0.709445,0.7096266666666667,0.7097175,0.7094175,642,2020-12-23 22:00:00
72,NZDUSD_i,0.70999,0.70934,0.70933,0.71031,0.70982,0.70966,0.70958,0.7097424999999999,644,2020-12-23 23:00:00
73,NZDUSD_i,0.70908,0.70891,0.70882,0.70948,0.70915,0.70907,0.7090299999999999,0.7090725,205,2020-12-24 00:00:00
74,NZDUSD_i,0.70892,0.70986,0.70891,0.70987,0.70939,0.7095466666666667,0.709625,0.70939,576,2020-12-24 01:00:00
75,NZDUSD_i,0.70981,0.70999,0.70943,0.71032,0.709875,0.7099133333333333,0.7099325,0.7098875,1441,2020-12-24 02:00:00
76,NZDUSD_i,0.70998,0.70989,0.70926,0.71024,0.70975,0.7097966666666666,0.70982,0.7098424999999999,1647,2020-12-24 03:00:00
77,NZDUSD_i,0.70989,0.70998,0.70978,0.71061,0.7101949999999999,0.7101233333333333,0.7100875,0.7100650000000001,1315,2020-12-24 04:00:00
78,NZDUSD_i,0.70998,0.7102,0.70948,0.71038,0.70993,0.71002,0.710065,0.71001,1267,2020-12-24 05:00:00
79,NZDUSD_i,0.7102,0.70922,0.70903,0.7102,0.7096150000000001,0.7094833333333334,0.7094175,0.7096625,881,2020-12-24 06:00:00
80,NZDUSD_i,0.70922,0.70947,0.70899,0.70961,0.7093,0.7093566666666667,0.709385,0.7093225000000001,909,2020-12-24 07:00:00
81,NZDUSD_i,0.70947,0.7098,0.70941,0.70989,0.70965,0.7097000000000001,0.709725,0.7096425000000001,862,2020-12-24 08:00:00
82,NZDUSD_i,0.70983,0.70943,0.70909,0.70991,0.7095,0.7094766666666666,0.709465,0.709565,1179,2020-12-24 09:00:00
83,NZDUSD_i,0.70945,0.71068,0.70945,0.71125,0.71035,0.71046,0.710515,0.7102075,1462,2020-12-24 10:00:00
84,NZDUSD_i,0.71068,0.71059,0.71023,0.71097,0.7106,0.7105966666666667,0.7105950000000001,0.7106175,1292,2020-12-24 11:00:00
85,NZDUSD_i,0.7106,0.71102,0.71053,0.71162,0.711075,0.7110566666666666,0.7110474999999999,0.7109424999999999,1232,2020-12-24 12:00:00
86,NZDUSD_i,0.71102,0.71106,0.71009,0.71125,0.71067,0.7108,0.7108650000000001,0.710855,836,2020-12-24 13:00:00
87,NZDUSD_i,0.71106,0.71012,0.70985,0.71106,0.7104550000000001,0.7103433333333333,0.7102875,0.7105225,1185,2020-12-24 14:00:00
88,NZDUSD_i,0.71013,0.71067,0.70978,0.7108,0.71029,0.7104166666666667,0.71048,0.710345,1074,2020-12-24 15:00:00
89,NZDUSD_i,0.71062,0.71126,0.70986,0.71166,0.7107600000000001,0.7109266666666668,0.7110100000000001,0.7108500000000001,1819,2020-12-24 16:00:00
90,NZDUSD_i,0.7113,0.71024,0.71001,0.71135,0.71068,0.7105333333333332,0.7104599999999999,0.7107249999999999,1329,2020-12-24 17:00:00
91,NZDUSD_i,0.71024,0.71067,0.71014,0.71097,0.710555,0.7105933333333333,0.7106125,0.7105049999999999,744,2020-12-24 18:00:00
92,NZDUSD_i,0.71067,0.71128,0.71052,0.71151,0.711015,0.7111033333333333,0.7111474999999999,0.7109949999999999,667,2020-12-24 19:00:00
93,NZDUSD_i,0.71128,0.71131,0.7083,0.71151,0.709905,0.7103733333333334,0.7106075000000001,0.7106,425,2020-12-24 20:00:00
94,NZDUSD_i,0.71063,0.70998,0.70981,0.71103,0.71042,0.7102733333333333,0.7101999999999999,0.7103625,260,2020-12-28 00:00:00
95,NZDUSD_i,0.70998,0.71148,0.70965,0.7117,0.710675,0.7109433333333333,0.7110774999999999,0.7107025,1197,2020-12-28 01:00:00
96,NZDUSD_i,0.71149,0.71091,0.71049,0.71189,0.71119,0.7110966666666667,0.7110500000000001,0.711195,1445,2020-12-28 02:00:00
97,NZDUSD_i,0.71096,0.71181,0.71061,0.71209,0.7113499999999999,0.7115033333333333,0.7115799999999999,0.7113674999999999,1579,2020-12-28 03:00:00
98,NZDUSD_i,0.71181,0.71257,0.71179,0.71286,0.7123250000000001,0.7124066666666667,0.7124475,0.7122575,1265,2020-12-28 04:00:00
99,NZDUSD_i,0.71258,0.71231,0.71222,0.71286,0.71254,0.7124633333333333,0.712425,0.7124925,1251,2020-12-28 05:00:00
100,NZDUSD_i,0.71231,0.71204,0.71179,0.71235,0.71207,0.71206,0.712055,0.7121225,753,2020-12-28 06:00:00
101,NZDUSD_i,0.71207,0.71283,0.71189,0.71292,0.712405,0.7125466666666666,0.7126174999999999,0.7124275,675,2020-12-28 07:00:00
102,NZDUSD_i,0.71283,0.7135,0.71261,0.71352,0.7130650000000001,0.7132100000000001,0.7132825,0.713115,975,2020-12-28 08:00:00
103,NZDUSD_i,0.71352,0.71336,0.71321,0.71369,0.71345,0.71342,0.7134050000000001,0.713445,672,2020-12-28 09:00:00
104,NZDUSD_i,0.71335,0.71333,0.71282,0.7138,0.71331,0.7133166666666666,0.71332,0.713325,839,2020-12-28 10:00:00
105,NZDUSD_i,0.71332,0.71305,0.71271,0.71344,0.7130749999999999,0.7130666666666666,0.7130624999999999,0.7131299999999999,774,2020-12-28 11:00:00
106,NZDUSD_i,0.71305,0.71161,0.71121,0.71311,0.71216,0.7119766666666667,0.711885,0.712245,1059,2020-12-28 12:00:00
107,NZDUSD_i,0.71161,0.7101,0.70983,0.71162,0.710725,0.7105166666666666,0.7104124999999999,0.7107899999999999,1000,2020-12-28 13:00:00
108,NZDUSD_i,0.7101,0.71135,0.70987,0.71137,0.71062,0.7108633333333333,0.710985,0.7106725,1012,2020-12-28 14:00:00
109,NZDUSD_i,0.71135,0.71055,0.71054,0.71192,0.71123,0.7110033333333333,0.71089,0.71109,1676,2020-12-28 15:00:00
110,NZDUSD_i,0.71056,0.71151,0.71051,0.71213,0.71132,0.7113833333333334,0.711415,0.7111775,1906,2020-12-28 16:00:00
111,NZDUSD_i,0.71151,0.70916,0.70826,0.71162,0.70994,0.70968,0.7095499999999999,0.7101375,1704,2020-12-28 17:00:00
112,NZDUSD_i,0.70916,0.70902,0.70868,0.70968,0.7091799999999999,0.7091266666666666,0.7090999999999998,0.7091349999999998,1228,2020-12-28 18:00:00
113,NZDUSD_i,0.70902,0.70936,0.70867,0.7096,0.7091350000000001,0.70921,0.7092475,0.7091624999999999,1446,2020-12-28 19:00:00
114,NZDUSD_i,0.70936,0.70964,0.70909,0.70978,0.709435,0.7095033333333335,0.7095375000000002,0.7094675000000001,685,2020-12-28 20:00:00
115,NZDUSD_i,0.70964,0.70994,0.70941,0.70994,0.7096750000000001,0.7097633333333334,0.7098075,0.7097325000000001,522,2020-12-28 21:00:00
116,NZDUSD_i,0.70994,0.70997,0.70961,0.71014,0.709875,0.7099066666666666,0.7099225,0.709915,518,2020-12-28 22:00:00
117,NZDUSD_i,0.70996,0.70989,0.7098,0.71037,0.710085,0.71002,0.7099875,0.710005,355,2020-12-28 23:00:00
118,NZDUSD_i,0.70989,0.70963,0.70885,0.71017,0.70951,0.70955,0.70957,0.709635,306,2020-12-29 00:00:00
119,NZDUSD_i,0.70963,0.71053,0.70961,0.71071,0.7101599999999999,0.7102833333333333,0.7103449999999999,0.7101199999999999,662,2020-12-29 01:00:00
120,NZDUSD_i,0.71055,0.71102,0.71046,0.71146,0.71096,0.7109800000000001,0.71099,0.7108725,1425,2020-12-29 02:00:00
121,NZDUSD_i,0.71103,0.71153,0.71092,0.71177,0.711345,0.7114066666666666,0.7114375,0.7113125,1078,2020-12-29 03:00:00
122,NZDUSD_i,0.71154,0.71164,0.7112,0.71202,0.7116100000000001,0.71162,0.7116250000000001,0.7116,1031,2020-12-29 04:00:00
123,NZDUSD_i,0.71164,0.71203,0.71164,0.71216,0.7119,0.7119433333333333,0.711965,0.7118675,843,2020-12-29 05:00:00
124,NZDUSD_i,0.71203,0.71182,0.71146,0.71208,0.71177,0.7117866666666667,0.711795,0.7118475,800,2020-12-29 06:00:00
125,NZDUSD_i,0.71182,0.71209,0.7115,0.7121,0.7118,0.7118966666666666,0.7119449999999999,0.7118774999999999,731,2020-12-29 07:00:00
126,NZDUSD_i,0.71209,0.71207,0.71181,0.71228,0.712045,0.7120533333333334,0.7120575,0.7120625,807,2020-12-29 08:00:00
127,NZDUSD_i,0.7121,0.71198,0.71197,0.71279,0.71238,0.7122466666666667,0.71218,0.71221,785,2020-12-29 09:00:00
128,NZDUSD_i,0.71197,0.71297,0.71196,0.7136,0.71278,0.7128433333333333,0.7128749999999999,0.712625,1030,2020-12-29 10:00:00
129,NZDUSD_i,0.71297,0.7131,0.71269,0.71332,0.713005,0.7130366666666667,0.7130525,0.71302,775,2020-12-29 11:00:00
130,NZDUSD_i,0.71315,0.71297,0.71282,0.71347,0.713145,0.7130866666666668,0.7130575,0.7131025,763,2020-12-29 12:00:00
131,NZDUSD_i,0.71297,0.71328,0.71272,0.71362,0.7131700000000001,0.7132066666666668,0.7132250000000001,0.7131475,736,2020-12-29 13:00:00
132,NZDUSD_i,0.71328,0.71371,0.71312,0.71394,0.71353,0.71359,0.7136199999999999,0.7135125,814,2020-12-29 14:00:00
133,NZDUSD_i,0.71371,0.71523,0.71346,0.71523,0.714345,0.71464,0.7147875,0.7144075,1639,2020-12-29 15:00:00
134,NZDUSD_i,0.71525,0.7155,0.71504,0.71635,0.715695,0.71563,0.7155975,0.715535,1954,2020-12-29 16:00:00
135,NZDUSD_i,0.7155,0.71556,0.7145,0.71601,0.715255,0.7153566666666666,0.7154075,0.7153925,3031,2020-12-29 17:00:00
136,NZDUSD_i,0.71557,0.71593,0.71549,0.71632,0.715905,0.7159133333333333,0.7159175,0.7158275,1765,2020-12-29 18:00:00
137,NZDUSD_i,0.71594,0.71516,0.71486,0.71613,0.715495,0.7153833333333334,0.7153275,0.7155225000000001,1563,2020-12-29 19:00:00
138,NZDUSD_i,0.71518,0.71547,0.71501,0.71554,0.715275,0.71534,0.7153725,0.7153,767,2020-12-29 20:00:00
139,NZDUSD_i,0.71547,0.71516,0.71501,0.71567,0.7153400000000001,0.71528,0.71525,0.7153275000000001,802,2020-12-29 21:00:00
140,NZDUSD_i,0.71516,0.71451,0.71427,0.71516,0.714715,0.7146466666666665,0.7146124999999999,0.7147749999999999,593,2020-12-29 22:00:00
141,NZDUSD_i,0.71451,0.71475,0.71441,0.71508,0.714745,0.7147466666666666,0.7147475,0.7146874999999999,417,2020-12-29 23:00:00
142,NZDUSD_i,0.71475,0.71426,0.71386,0.71526,0.7145600000000001,0.71446,0.71441,0.7145325,368,2020-12-30 00:00:00
143,NZDUSD_i,0.71426,0.7148,0.71426,0.71534,0.7148,0.7148,0.7148,0.714665,1304,2020-12-30 01:00:00
144,NZDUSD_i,0.71486,0.71605,0.71449,0.71645,0.71547,0.7156633333333334,0.7157600000000001,0.7154625000000001,1429,2020-12-30 02:00:00
145,NZDUSD_i,0.71603,0.7173,0.71583,0.71761,0.71672,0.7169133333333333,0.7170099999999999,0.7166925,1377,2020-12-30 03:00:00
146,NZDUSD_i,0.71731,0.7172,0.71688,0.71759,0.717235,0.7172233333333332,0.7172175,0.7172449999999999,1129,2020-12-30 04:00:00
147,NZDUSD_i,0.71721,0.7174,0.71697,0.71753,0.7172499999999999,0.7172999999999999,0.717325,0.7172775,1273,2020-12-30 05:00:00
148,NZDUSD_i,0.71741,0.71846,0.71737,0.71877,0.71807,0.7182,0.7182649999999999,0.7180025,911,2020-12-30 06:00:00
149,NZDUSD_i,0.71846,0.71813,0.71808,0.71881,0.718445,0.71834,0.7182875,0.71837,1338,2020-12-30 07:00:00
150,NZDUSD_i,0.71813,0.71835,0.71741,0.71863,0.71802,0.71813,0.7181850000000001,0.71813,1252,2020-12-30 08:00:00
151,NZDUSD_i,0.71831,0.71786,0.71772,0.71876,0.71824,0.7181133333333333,0.71805,0.7181625,887,2020-12-30 09:00:00
152,NZDUSD_i,0.71788,0.71775,0.7174,0.71822,0.7178100000000001,0.71779,0.7177800000000001,0.7178125000000001,1310,2020-12-30 10:00:00
153,NZDUSD_i,0.71776,0.7179,0.71749,0.71836,0.7179249999999999,0.7179166666666665,0.7179125,0.7178775,1055,2020-12-30 11:00:00
154,NZDUSD_i,0.71789,0.71971,0.71786,0.71983,0.718845,0.7191333333333333,0.7192775,0.7188225,1001,2020-12-30 12:00:00
155,NZDUSD_i,0.71971,0.71943,0.71883,0.71985,0.71934,0.71937,0.7193849999999999,0.719455,873,2020-12-30 13:00:00
156,NZDUSD_i,0.71943,0.71946,0.7193,0.71977,0.719535,0.71951,0.7194974999999999,0.71949,989,2020-12-30 14:00:00
157,NZDUSD_i,0.71947,0.71946,0.71916,0.71981,0.7194849999999999,0.7194766666666667,0.7194725,0.7194750000000001,1890,2020-12-30 15:00:00
158,NZDUSD_i,0.71952,0.7188,0.71802,0.72063,0.719325,0.71915,0.7190624999999999,0.7192425,2556,2020-12-30 16:00:00
159,NZDUSD_i,0.7188,0.7203,0.71878,0.72076,0.71977,0.7199466666666666,0.720035,0.71966,2833,2020-12-30 17:00:00
160,NZDUSD_i,0.72031,0.72051,0.72006,0.72082,0.72044,0.7204633333333333,0.720475,0.720425,1307,2020-12-30 18:00:00
161,NZDUSD_i,0.72051,0.72063,0.72,0.72072,0.72036,0.72045,0.720495,0.720465,1399,2020-12-30 19:00:00
162,NZDUSD_i,0.72069,0.72082,0.72052,0.72106,0.72079,0.7208,0.7208049999999999,0.7207725,394,2020-12-30 20:00:00
163,NZDUSD_i,0.72091,0.71993,0.7199,0.72104,0.7204699999999999,0.72029,0.7202,0.720445,416,2020-12-30 21:00:00
164,NZDUSD_i,0.71993,0.71979,0.71971,0.7201,0.719905,0.7198666666666668,0.7198475000000001,0.7198825,514,2020-12-30 22:00:00
165,NZDUSD_i,0.7198,0.71984,0.7197,0.7206,0.7201500000000001,0.7200466666666667,0.719995,0.7199850000000001,433,2020-12-30 23:00:00
166,NZDUSD_i,0.71978,0.72015,0.71949,0.72042,0.7199549999999999,0.7200199999999999,0.7200524999999999,0.7199599999999999,392,2020-12-31 00:00:00
167,NZDUSD_i,0.72015,0.72131,0.72015,0.72145,0.7208,0.72097,0.721055,0.720765,629,2020-12-31 01:00:00
168,NZDUSD_i,0.72131,0.72255,0.72101,0.72265,0.72183,0.72207,0.72219,0.72188,1028,2020-12-31 02:00:00
