,EURUSD_i,open,close,low,high,HL/2,HLC/3,HLCC/4,OHLC/4,volume,time
0,EURUSD_i,1.22452,1.22534,1.22439,1.22574,1.225065,1.2251566666666667,1.2252025,1.2249975000000002,1224,2020-12-18 23:00:00
1,EURUSD_i,1.2221899999999999,1.22292,1.2221899999999999,1.22336,1.222775,1.2228233333333334,1.2228475,1.2226650000000001,568,2020-12-21 00:00:00
2,EURUSD_i,1.22291,1.22112,1.22106,1.22344,1.22225,1.2218733333333334,1.221685,1.2221325,1274,2020-12-21 01:00:00
3,EURUSD_i,1.22111,1.22183,1.22039,1.22188,1.221135,1.2213666666666667,1.2214825,1.2213025000000002,1613,2020-12-21 02:00:00
4,EURUSD_i,1.22183,1.22074,1.22048,1.22251,1.221495,1.2212433333333335,1.2211175,1.22139,2102,2020-12-21 03:00:00
5,EURUSD_i,1.22074,1.21884,1.21778,1.22118,1.21948,1.2192666666666667,1.21916,1.219635,2109,2020-12-21 04:00:00
6,EURUSD_i,1.21884,1.21839,1.21835,1.21905,1.2187000000000001,1.2185966666666668,1.2185450000000002,1.2186575000000002,1214,2020-12-21 05:00:00
7,EURUSD_i,1.21839,1.21902,1.21839,1.21912,1.218755,1.2188433333333333,1.2188875000000001,1.21873,917,2020-12-21 06:00:00
8,EURUSD_i,1.21902,1.21906,1.21801,1.21909,1.21855,1.21872,1.218805,1.218795,1453,2020-12-21 07:00:00
9,EURUSD_i,1.21906,1.2198,1.21816,1.21986,1.21901,1.2192733333333334,1.219405,1.21922,1745,2020-12-21 08:00:00
10,EURUSD_i,1.21978,1.21752,1.21673,1.21982,1.218275,1.2180233333333332,1.2178974999999999,1.2184625,3325,2020-12-21 09:00:00
11,EURUSD_i,1.21752,1.22165,1.21723,1.22262,1.219925,1.2205,1.2207875,1.219755,4747,2020-12-21 10:00:00
12,EURUSD_i,1.22165,1.21745,1.21711,1.22171,1.2194099999999999,1.2187566666666665,1.21843,1.21948,3755,2020-12-21 11:00:00
13,EURUSD_i,1.21747,1.21468,1.21288,1.2176,1.21524,1.2150533333333333,1.21496,1.2156575,5706,2020-12-21 12:00:00
14,EURUSD_i,1.21469,1.21613,1.21469,1.21805,1.21637,1.2162899999999999,1.2162499999999998,1.21589,4308,2020-12-21 13:00:00
15,EURUSD_i,1.21618,1.2162600000000001,1.21555,1.21868,1.217115,1.21683,1.2166875,1.2166675,4355,2020-12-21 14:00:00
16,EURUSD_i,1.21628,1.21903,1.21619,1.22138,1.218785,1.2188666666666668,1.2189075,1.21822,4807,2020-12-21 15:00:00
17,EURUSD_i,1.21906,1.22081,1.21906,1.22181,1.2204350000000002,1.22056,1.2206225000000002,1.220185,4111,2020-12-21 16:00:00
18,EURUSD_i,1.22081,1.22102,1.22059,1.22194,1.221265,1.2211833333333333,1.2211425,1.22109,3545,2020-12-21 17:00:00
19,EURUSD_i,1.22096,1.22305,1.22093,1.22342,1.222175,1.2224666666666666,1.2226124999999999,1.22209,2813,2020-12-21 18:00:00
20,EURUSD_i,1.22305,1.22354,1.22261,1.2238,1.223205,1.2233166666666666,1.2233725,1.22325,2200,2020-12-21 19:00:00
21,EURUSD_i,1.22354,1.22433,1.22285,1.22467,1.22376,1.22395,1.224045,1.2238475,1715,2020-12-21 20:00:00
22,EURUSD_i,1.22433,1.2248,1.22403,1.22522,1.224625,1.2246833333333333,1.2247125,1.224595,2373,2020-12-21 21:00:00
23,EURUSD_i,1.2248,1.22313,1.22304,1.22522,1.22413,1.2237966666666666,1.22363,1.2240475,1898,2020-12-21 22:00:00
24,EURUSD_i,1.22312,1.22427,1.22272,1.22445,1.223585,1.2238133333333332,1.2239274999999998,1.2236399999999998,1056,2020-12-21 23:00:00
25,EURUSD_i,1.22427,1.2238,1.22308,1.2242899999999999,1.223685,1.2237233333333333,1.2237425,1.22386,664,2020-12-22 00:00:00
26,EURUSD_i,1.22389,1.2234099999999999,1.22333,1.22491,1.22412,1.2238833333333334,1.223765,1.2238850000000001,1096,2020-12-22 01:00:00
27,EURUSD_i,1.2234099999999999,1.22302,1.22275,1.22427,1.22351,1.2233466666666668,1.223265,1.2233625,1139,2020-12-22 02:00:00
28,EURUSD_i,1.22302,1.22306,1.22277,1.22367,1.22322,1.2231666666666667,1.2231400000000001,1.22313,1282,2020-12-22 03:00:00
29,EURUSD_i,1.22306,1.22318,1.22289,1.22347,1.2231800000000002,1.2231800000000002,1.2231800000000002,1.2231500000000002,1073,2020-12-22 04:00:00
30,EURUSD_i,1.22318,1.22283,1.22233,1.22322,1.222775,1.2227933333333334,1.2228025,1.22289,1190,2020-12-22 05:00:00
31,EURUSD_i,1.22283,1.22223,1.22184,1.2229,1.2223700000000002,1.2223233333333334,1.2223,1.22245,934,2020-12-22 06:00:00
32,EURUSD_i,1.22223,1.22178,1.22149,1.22228,1.2218849999999999,1.2218499999999999,1.2218324999999999,1.2219449999999998,1120,2020-12-22 07:00:00
33,EURUSD_i,1.22178,1.22164,1.22151,1.22249,1.222,1.2218799999999999,1.22182,1.221855,1231,2020-12-22 08:00:00
34,EURUSD_i,1.22164,1.2216,1.22129,1.22289,1.2220900000000001,1.2219266666666668,1.221845,1.2218550000000001,2466,2020-12-22 09:00:00
35,EURUSD_i,1.2216,1.22211,1.2205300000000001,1.2223600000000001,1.2214450000000001,1.2216666666666667,1.2217775,1.22165,2770,2020-12-22 10:00:00
36,EURUSD_i,1.22211,1.22064,1.22039,1.22253,1.22146,1.2211866666666666,1.22105,1.2214175,2585,2020-12-22 11:00:00
37,EURUSD_i,1.22068,1.22294,1.22035,1.22335,1.2218499999999999,1.2222133333333332,1.222395,1.22183,3109,2020-12-22 12:00:00
38,EURUSD_i,1.22294,1.22431,1.22202,1.22433,1.223175,1.2235533333333333,1.2237425,1.2233999999999998,2453,2020-12-22 13:00:00
39,EURUSD_i,1.22431,1.22387,1.22376,1.22565,1.224705,1.2244266666666668,1.2242875,1.2243975,2816,2020-12-22 14:00:00
40,EURUSD_i,1.22385,1.22294,1.22288,1.22431,1.223595,1.2233766666666666,1.2232675,1.223495,2327,2020-12-22 15:00:00
41,EURUSD_i,1.22294,1.22066,1.22049,1.22383,1.2221600000000001,1.2216600000000002,1.22141,1.22198,3348,2020-12-22 16:00:00
42,EURUSD_i,1.22066,1.21727,1.21644,1.22107,1.218755,1.2182600000000001,1.2180125,1.21886,4232,2020-12-22 17:00:00
